participant_id,video_id,perceived_msv,age,gender,race,education,income,sen_seek,video_order,gender_female,race_white,survey_batch_id,unique,powerful_impact,goosebump,novel,emotional,exciting,strong_visual,creative,graphic,arousing,unusual,involving,intense,strong_soundtrack,dramatic,stimulating,strong_soundeffect
440,643,1.235294118,31,Male,White or Caucasian,5.0,3.0,4.0,2,No,Yes,5_29,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
442,657,3.117647059,47,Female,White or Caucasian,2.0,1.0,2.25,5,Yes,Yes,5_41,2.0,4.0,1.0,6.0,1.0,2.0,5.0,4.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0
443,690,3.235294118,56,Male,Black or African American,3.0,1.0,2.125,5,No,No,5_71,1.0,1.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0
443,662,2.588235294,56,Male,Black or African American,3.0,1.0,2.125,10,No,No,5_46,1.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0
444,662,1.294117647,60,Male,White or Caucasian,5.0,6.0,2.25,3,No,Yes,5_46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0
444,667,3.176470588,60,Male,White or Caucasian,5.0,6.0,2.25,8,No,Yes,5_50,1.0,1.0,1.0,1.0,4.0,5.0,7.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0
445,662,5.0,40,Male,White or Caucasian,4.0,3.0,4.625,1,No,Yes,5_46,7.0,5.0,1.0,5.0,4.0,5.0,5.0,7.0,7.0,2.0,5.0,7.0,4.0,5.0,4.0,6.0,6.0
446,681,4.647058824,36,Male,White or Caucasian,5.0,4.0,2.5,5,No,Yes,5_63,5.0,3.0,1.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,7.0,4.0,4.0,6.0,6.0,4.0,6.0
448,650,3.588235294,34,Male,Black or African American,6.0,4.0,2.875,8,No,No,5_35,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,6.0,2.0,7.0,5.0,4.0,7.0,3.0,4.0
449,657,2.411764706,22,Male,White or Caucasian,3.0,6.0,3.0,1,No,Yes,5_41,7.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
450,712,3.764705882,42,Female,"White or Caucasian,Black or African American,Other",3.0,1.0,2.375,1,Yes,No,5_91,3.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,6.0,4.0,6.0,3.0
450,609,3.058823529,42,Female,"White or Caucasian,Black or African American,Other",3.0,1.0,2.375,7,Yes,No,5_106,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,6.0,3.0,1.0
451,690,2.882352941,53,Female,White or Caucasian,4.0,4.0,1.25,4,Yes,Yes,5_71,4.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
451,624,5.470588235,53,Female,White or Caucasian,4.0,4.0,1.25,6,Yes,Yes,5_12,4.0,6.0,1.0,4.0,6.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0
451,712,4.117647059,53,Female,White or Caucasian,4.0,4.0,1.25,10,Yes,Yes,5_91,6.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,6.0,4.0,3.0,3.0
452,609,1.058823529,33,Male,Asian,6.0,3.0,1.625,2,No,No,5_106,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
452,643,1.941176471,33,Male,Asian,6.0,3.0,1.625,10,No,No,5_29,7.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
455,690,5.588235294,29,Female,White or Caucasian,3.0,4.0,3.0,3,Yes,Yes,5_71,5.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,2.0,6.0,6.0,6.0,7.0
456,690,3.352941176,32,Female,"White or Caucasian,Black or African American",4.0,2.0,2.875,7,Yes,No,5_71,1.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,5.0,3.0,1.0,4.0,4.0,6.0,4.0,4.0,4.0
457,667,3.941176471,67,Male,Black or African American,5.0,3.0,2.125,5,No,No,5_50,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,5.0,4.0,4.0,4.0,6.0,7.0,6.0,4.0,7.0
459,708,3.941176471,41,Female,White or Caucasian,5.0,5.0,2.25,4,Yes,Yes,5_88,5.0,3.0,1.0,5.0,2.0,5.0,3.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
460,662,1.411764706,42,Female,"White or Caucasian,Black or African American,Other",5.0,1.0,1.0,1,Yes,No,5_46,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
461,643,1.647058824,33,Female,White or Caucasian,5.0,4.0,3.625,1,Yes,Yes,5_29,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
461,701,2.176470588,33,Female,White or Caucasian,5.0,4.0,3.625,3,Yes,Yes,5_81,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0
463,708,4.058823529,31,Male,White or Caucasian,5.0,4.0,1.625,3,No,Yes,5_88,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0
464,701,5.235294118,41,Male,White or Caucasian,5.0,5.0,3.375,10,No,Yes,5_81,5.0,5.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
465,624,4.882352941,36,Female,"White or Caucasian,Asian",6.0,3.0,2.75,5,Yes,No,5_12,4.0,6.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0
466,681,1.705882353,67,,White or Caucasian,5.0,1.0,1.125,7,,Yes,5_63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,3.0
466,624,3.647058824,67,,White or Caucasian,5.0,1.0,1.125,9,,Yes,5_12,1.0,6.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,1.0,7.0,5.0
468,650,1.705882353,33,Male,Black or African American,5.0,5.0,4.375,2,No,No,5_35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
468,712,4.352941176,33,Male,Black or African American,5.0,5.0,4.375,3,No,No,5_91,1.0,1.0,1.0,4.0,1.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,1.0,7.0,7.0
470,712,5.588235294,72,Male,White or Caucasian,6.0,4.0,3.5,2,No,Yes,5_91,6.0,6.0,4.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0
470,662,1.235294118,72,Male,White or Caucasian,6.0,4.0,3.5,8,No,Yes,5_46,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
470,650,1.0,72,Male,White or Caucasian,6.0,4.0,3.5,10,No,Yes,5_35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
471,708,5.588235294,22,Male,White or Caucasian,2.0,3.0,4.375,10,No,Yes,5_88,5.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0
473,657,4.058823529,31,Male,White or Caucasian,5.0,3.0,3.875,9,No,Yes,5_41,6.0,4.0,1.0,5.0,3.0,5.0,6.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0
473,609,4.235294118,31,Male,White or Caucasian,5.0,3.0,3.875,10,No,Yes,5_106,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,6.0,4.0,4.0
474,681,1.176470588,66,Female,White or Caucasian,3.0,4.0,1.5,3,Yes,Yes,5_63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,701,2.352941176,41,Male,White or Caucasian,5.0,3.0,1.375,4,No,Yes,5_81,3.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,5.0
476,643,2.0,36,Male,White or Caucasian,2.0,3.0,2.125,4,No,Yes,5_29,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
477,690,3.235294118,54,Female,White or Caucasian,5.0,5.0,2.75,5,Yes,Yes,5_71,3.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0
478,667,3.588235294,34,Male,Black or African American,5.0,3.0,3.0,1,No,No,5_50,4.0,2.0,1.0,5.0,2.0,2.0,6.0,5.0,2.0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,6.0
478,708,2.411764706,34,Male,Black or African American,5.0,3.0,3.0,2,No,No,5_88,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0
480,667,3.294117647,52,Male,White or Caucasian,3.0,6.0,1.875,9,No,Yes,5_50,5.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0
481,701,3.529411765,30,Male,White or Caucasian,5.0,5.0,2.875,7,No,Yes,5_81,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0
481,624,4.058823529,30,Male,White or Caucasian,5.0,5.0,2.875,10,No,Yes,5_12,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,4.0,6.0,4.0,3.0
484,650,3.470588235,23,Female,Asian,5.0,,1.625,3,Yes,No,5_35,1.0,1.0,7.0,1.0,1.0,7.0,1.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0
484,681,4.0,23,Female,Asian,5.0,,1.625,6,Yes,No,5_63,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
485,662,1.0,52,Male,White or Caucasian,3.0,1.0,1.625,7,No,Yes,5_46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
486,650,4.117647059,66,Male,White or Caucasian,3.0,2.0,2.75,3,No,Yes,5_35,4.0,6.0,4.0,3.0,6.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0
486,657,3.529411765,66,Male,White or Caucasian,3.0,2.0,2.75,6,No,Yes,5_41,2.0,5.0,1.0,2.0,3.0,2.0,6.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0
489,690,3.176470588,22,Female,White or Caucasian,5.0,1.0,3.5,5,Yes,Yes,5_71,2.0,4.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,6.0,5.0
490,657,1.176470588,31,Male,White or Caucasian,4.0,3.0,1.625,8,No,Yes,5_41,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
490,701,1.0,31,Male,White or Caucasian,4.0,3.0,1.625,9,No,Yes,5_81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
491,667,5.411764706,39,Male,White or Caucasian,4.0,3.0,4.0,1,No,Yes,5_50,5.0,6.0,2.0,4.0,7.0,6.0,7.0,4.0,6.0,5.0,5.0,6.0,6.0,4.0,7.0,7.0,5.0
493,662,2.823529412,81,Male,White or Caucasian,6.0,2.0,1.625,2,No,Yes,5_46,1.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,7.0
493,609,3.0,81,Male,White or Caucasian,6.0,2.0,1.625,4,No,Yes,5_106,4.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0
493,712,5.176470588,81,Male,White or Caucasian,6.0,2.0,1.625,10,No,Yes,5_91,7.0,6.0,3.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
496,681,3.941176471,36,Male,White or Caucasian,5.0,3.0,2.375,2,No,Yes,5_63,2.0,4.0,2.0,2.0,6.0,5.0,4.0,5.0,2.0,3.0,2.0,5.0,4.0,6.0,5.0,5.0,5.0
496,609,4.294117647,36,Male,White or Caucasian,5.0,3.0,2.375,8,No,Yes,5_106,6.0,5.0,3.0,5.0,2.0,5.0,7.0,6.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,4.0
501,650,1.352941176,42,Male,White or Caucasian,4.0,3.0,2.125,2,No,Yes,5_35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0
501,712,2.882352941,42,Male,White or Caucasian,4.0,3.0,2.125,4,No,Yes,5_91,2.0,3.0,1.0,3.0,2.0,3.0,4.0,6.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0
502,708,6.117647059,34,Female,White or Caucasian,2.0,2.0,1.5,3,Yes,Yes,5_88,7.0,6.0,1.0,7.0,5.0,7.0,7.0,7.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
502,643,3.941176471,34,Female,White or Caucasian,2.0,2.0,1.5,9,Yes,Yes,5_29,6.0,6.0,1.0,6.0,2.0,4.0,7.0,4.0,1.0,6.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0
504,667,3.882352941,33,Male,Black or African American,6.0,3.0,4.0,9,No,No,5_50,3.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0
505,736,5.588235294,20,Female,Asian,3.0,5.0,2.5,6,Yes,No,6_112,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0
506,832,4.529411765,63,Female,Asian,6.0,5.0,1.5,10,Yes,No,6_91,3.0,4.0,2.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,6.0
507,793,2.823529412,62,Male,White or Caucasian,1.0,2.0,2.375,1,No,Yes,6_56,6.0,5.0,1.0,1.0,1.0,4.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
507,775,4.235294118,62,Male,White or Caucasian,1.0,2.0,2.375,3,No,Yes,6_4,7.0,4.0,4.0,5.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,1.0,4.0,4.0,1.0
507,814,1.0,62,Male,White or Caucasian,1.0,2.0,2.375,8,No,Yes,6_75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,805,4.705882353,33,Female,Asian,6.0,6.0,1.0,3,Yes,No,6_67,7.0,7.0,1.0,7.0,7.0,4.0,7.0,6.0,6.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
509,799,3.764705882,33,Female,Asian,6.0,6.0,1.0,8,Yes,No,6_61,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0
511,742,3.647058824,27,Male,,3.0,1.0,3.5,10,No,,6_118,2.0,4.0,6.0,2.0,2.0,5.0,3.0,6.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0
512,742,2.176470588,20,Female,White or Caucasian,3.0,5.0,3.25,9,Yes,Yes,6_118,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,5.0
513,831,3.823529412,28,Female,Other,2.0,3.0,3.75,10,Yes,No,6_90,1.0,1.0,7.0,5.0,2.0,3.0,3.0,6.0,2.0,2.0,6.0,4.0,6.0,6.0,3.0,3.0,5.0
514,730,4.647058824,59,Female,White or Caucasian,2.0,1.0,2.375,2,Yes,Yes,6_107,6.0,5.0,1.0,5.0,4.0,4.0,7.0,6.0,1.0,4.0,4.0,7.0,6.0,5.0,5.0,5.0,4.0
514,833,1.529411765,59,Female,White or Caucasian,2.0,1.0,2.375,7,Yes,Yes,6_92,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
517,799,4.0,28,Female,White or Caucasian,2.0,3.0,3.125,3,Yes,Yes,6_61,4.0,3.0,4.0,4.0,6.0,5.0,2.0,1.0,5.0,1.0,1.0,4.0,6.0,7.0,7.0,4.0,4.0
517,793,3.470588235,28,Female,White or Caucasian,2.0,3.0,3.125,6,Yes,Yes,6_56,4.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0
518,831,3.411764706,36,Male,White or Caucasian,6.0,2.0,2.375,4,No,Yes,6_90,2.0,4.0,1.0,1.0,3.0,3.0,7.0,6.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,3.0,4.0
519,833,3.411764706,30,Male,White or Caucasian,6.0,3.0,2.375,3,No,Yes,6_92,6.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,6.0,3.0,5.0
520,742,6.117647059,49,Female,"Black or African American,American Indian/Native American or Alaska Native",3.0,2.0,3.25,9,Yes,No,6_118,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,7.0,5.0,6.0,7.0,7.0,4.0
520,793,4.529411765,49,Female,"Black or African American,American Indian/Native American or Alaska Native",3.0,2.0,3.25,10,Yes,No,6_56,7.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,7.0,4.0
521,814,1.352941176,23,Male,White or Caucasian,1.0,1.0,1.75,4,No,Yes,6_75,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
521,799,1.882352941,23,Male,White or Caucasian,1.0,1.0,1.75,8,No,Yes,6_61,4.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0
522,775,3.058823529,33,Female,Black or African American,5.0,2.0,2.5,10,Yes,No,6_4,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0
524,805,3.0,55,Female,White or Caucasian,3.0,2.0,1.0,3,Yes,Yes,6_67,4.0,5.0,1.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0
524,814,4.529411765,55,Female,White or Caucasian,3.0,2.0,1.0,8,Yes,Yes,6_75,4.0,6.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,4.0,4.0
525,730,3.294117647,22,Male,White or Caucasian,5.0,1.0,3.625,4,No,Yes,6_107,6.0,5.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,6.0,1.0,4.0,2.0
529,736,5.176470588,24,Female,White or Caucasian,2.0,,3.25,6,Yes,Yes,6_112,5.0,5.0,1.0,5.0,3.0,5.0,7.0,6.0,6.0,5.0,5.0,7.0,4.0,7.0,5.0,5.0,7.0
529,833,1.058823529,24,Female,White or Caucasian,2.0,,3.25,8,Yes,Yes,6_92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
529,805,4.352941176,24,Female,White or Caucasian,2.0,,3.25,9,Yes,Yes,6_67,6.0,6.0,2.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0
530,736,5.823529412,54,Female,White or Caucasian,4.0,5.0,2.25,2,Yes,Yes,6_112,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
530,832,5.411764706,54,Female,White or Caucasian,4.0,5.0,2.25,7,Yes,Yes,6_91,6.0,4.0,4.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0
532,775,1.647058824,34,Female,White or Caucasian,2.0,1.0,3.0,3,Yes,Yes,6_4,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
535,805,4.647058824,69,Female,White or Caucasian,6.0,4.0,2.5,9,Yes,Yes,6_67,6.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
536,742,1.529411765,30,Male,White or Caucasian,5.0,5.0,3.625,7,No,Yes,6_118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0
537,831,1.588235294,39,Male,White or Caucasian,6.0,5.0,4.0,4,No,Yes,6_90,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
538,736,2.058823529,27,Female,White or Caucasian,3.0,1.0,2.5,2,Yes,Yes,6_112,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0
538,833,2.764705882,27,Female,White or Caucasian,3.0,1.0,2.5,9,Yes,Yes,6_92,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0
539,793,3.0,22,Non-binary / third gender,White or Caucasian,3.0,1.0,2.25,1,No,Yes,6_56,5.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0
539,799,5.0,22,Non-binary / third gender,White or Caucasian,3.0,1.0,2.25,8,No,Yes,6_61,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,1.0,1.0,4.0,6.0,5.0,7.0,6.0,6.0,2.0
541,831,3.0,27,Male,White or Caucasian,6.0,2.0,2.625,2,No,Yes,6_90,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0
541,832,2.176470588,27,Male,White or Caucasian,6.0,2.0,2.625,8,No,Yes,6_91,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0
545,775,3.823529412,62,Female,White or Caucasian,5.0,2.0,1.75,2,Yes,Yes,6_4,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
546,805,4.294117647,26,Male,Asian,5.0,5.0,2.25,3,No,No,6_67,5.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0
547,730,4.352941176,35,Male,White or Caucasian,5.0,4.0,1.875,5,No,Yes,6_107,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,2.0,6.0,6.0,2.0
548,730,4.352941176,40,Female,White or Caucasian,3.0,4.0,1.625,3,Yes,Yes,6_107,6.0,6.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0
550,793,2.823529412,41,Male,White or Caucasian,5.0,5.0,1.375,4,No,Yes,6_56,2.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
552,833,2.941176471,68,Female,White or Caucasian,6.0,1.0,2.5,7,Yes,Yes,6_92,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0
553,799,6.588235294,19,Female,Black or African American,2.0,,2.5,9,Yes,No,6_61,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
554,831,3.0,31,Male,Asian,5.0,2.0,2.875,3,No,No,6_90,2.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,6.0,2.0,2.0,5.0,6.0,3.0,6.0
554,775,2.235294118,31,Male,Asian,5.0,2.0,2.875,10,No,No,6_4,6.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0
555,832,5.0,31,Female,Black or African American,5.0,2.0,1.625,3,Yes,No,6_91,5.0,5.0,4.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0
556,831,3.235294118,38,Female,White or Caucasian,5.0,3.0,3.75,2,Yes,Yes,6_90,4.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0
556,814,1.411764706,38,Female,White or Caucasian,5.0,3.0,3.75,3,Yes,Yes,6_75,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0
557,833,1.235294118,55,Male,White or Caucasian,5.0,3.0,1.375,5,No,Yes,6_92,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
559,833,2.411764706,53,Male,White or Caucasian,5.0,6.0,3.375,3,No,Yes,6_92,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,7.0
560,805,4.294117647,41,Female,White or Caucasian,6.0,5.0,2.625,2,Yes,Yes,6_67,3.0,4.0,2.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0
561,736,5.647058824,44,Male,White or Caucasian,5.0,6.0,2.75,3,No,Yes,6_112,7.0,6.0,5.0,6.0,5.0,5.0,7.0,6.0,7.0,1.0,7.0,7.0,5.0,6.0,5.0,5.0,6.0
