participant_id,video_id,perceived_msv,age,gender,race,education,income,sen_seek,video_order,gender_female,race_white,survey_batch_id,unique,powerful_impact,goosebump,novel,emotional,exciting,strong_visual,creative,graphic,arousing,unusual,involving,intense,strong_soundtrack,dramatic,stimulating,strong_soundeffect
236,362,6.058823529,60,Female,"White or Caucasian,Asian",2.0,3.0,1.625,2,Yes,No,3_10,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,7.0,6.0,6.0,6.0
236,426,5.411764706,60,Female,"White or Caucasian,Asian",2.0,3.0,1.625,7,Yes,No,3_5,2.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,7.0,6.0,6.0,6.0,6.0,4.0
237,434,1.294117647,34,Male,White or Caucasian,6.0,6.0,1.75,6,No,Yes,3_57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
239,448,4.0,48,Female,White or Caucasian,6.0,5.0,2.875,9,Yes,Yes,3_7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
240,381,3.529411765,27,Female,Asian,3.0,4.0,3.0,1,Yes,No,3_117,3.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0
240,432,1.058823529,27,Female,Asian,3.0,4.0,3.0,4,Yes,No,3_55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
241,432,2.470588235,46,Male,White or Caucasian,2.0,1.0,1.375,2,No,Yes,3_55,2.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0
242,394,1.588235294,38,Female,White or Caucasian,6.0,3.0,1.625,4,Yes,Yes,3_20,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
242,370,4.0,38,Female,White or Caucasian,6.0,3.0,1.625,10,Yes,Yes,3_107,7.0,3.0,3.0,6.0,3.0,5.0,7.0,6.0,1.0,4.0,6.0,3.0,1.0,4.0,3.0,5.0,1.0
245,473,3.411764706,40,Female,Black or African American,5.0,5.0,2.625,7,Yes,No,3_92,4.0,7.0,1.0,7.0,7.0,2.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,7.0,1.0
246,381,4.235294118,25,Male,Other,3.0,2.0,3.5,10,No,No,3_117,5.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,6.0,2.0,3.0,5.0,3.0,6.0,2.0
247,448,1.0,30,Male,White or Caucasian,2.0,1.0,1.375,3,No,Yes,3_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
247,459,1.0,30,Male,White or Caucasian,2.0,1.0,1.375,10,No,Yes,3_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
248,434,3.058823529,25,Male,Black or African American,4.0,1.0,2.25,7,No,No,3_57,6.0,5.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0
249,432,3.705882353,36,Female,Black or African American,6.0,5.0,1.125,2,Yes,No,3_55,2.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0
251,464,1.411764706,83,Female,White or Caucasian,5.0,2.0,1.0,2,Yes,Yes,3_84,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
252,448,4.823529412,59,Female,White or Caucasian,2.0,3.0,1.625,5,Yes,Yes,3_7,7.0,6.0,1.0,6.0,5.0,3.0,7.0,7.0,1.0,3.0,7.0,5.0,3.0,7.0,5.0,2.0,7.0
253,372,1.823529412,28,Female,White or Caucasian,4.0,3.0,3.625,10,Yes,Yes,3_109,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0
254,432,2.882352941,46,Female,White or Caucasian,6.0,4.0,1.25,2,Yes,Yes,3_55,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0
257,459,2.470588235,27,Female,White or Caucasian,5.0,5.0,1.75,3,Yes,Yes,3_8,4.0,6.0,1.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0
257,362,5.352941176,27,Female,White or Caucasian,5.0,5.0,1.75,9,Yes,Yes,3_10,5.0,5.0,1.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,7.0,5.0,4.0
258,464,1.352941176,56,Female,"White or Caucasian,Black or African American",5.0,3.0,3.75,2,Yes,No,3_84,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
258,426,5.529411765,56,Female,"White or Caucasian,Black or African American",5.0,3.0,3.75,8,Yes,No,3_5,4.0,5.0,6.0,3.0,7.0,7.0,6.0,4.0,5.0,7.0,5.0,7.0,6.0,5.0,7.0,6.0,4.0
259,464,1.0,73,Female,White or Caucasian,4.0,5.0,2.5,5,Yes,Yes,3_84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
259,459,1.941176471,73,Female,White or Caucasian,4.0,5.0,2.5,7,Yes,Yes,3_8,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0
260,473,3.588235294,28,Female,White or Caucasian,5.0,4.0,2.375,1,Yes,Yes,3_92,5.0,3.0,1.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,5.0,5.0,6.0,1.0,6.0,4.0,1.0
260,477,1.764705882,28,Female,White or Caucasian,5.0,4.0,2.375,6,Yes,Yes,3_96,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
261,434,4.941176471,74,Female,White or Caucasian,6.0,5.0,1.875,9,Yes,Yes,3_57,4.0,6.0,1.0,3.0,5.0,6.0,7.0,4.0,1.0,6.0,3.0,7.0,7.0,7.0,6.0,7.0,4.0
263,394,4.235294118,62,Female,White or Caucasian,5.0,3.0,1.875,7,Yes,Yes,3_20,5.0,4.0,1.0,6.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0
264,370,2.705882353,56,Male,White or Caucasian,3.0,5.0,2.25,9,No,Yes,3_107,5.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0
265,394,1.470588235,63,Female,White or Caucasian,3.0,4.0,2.125,5,Yes,Yes,3_20,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
266,448,4.470588235,28,Female,Other,5.0,3.0,3.625,2,Yes,No,3_7,6.0,6.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0
266,434,2.352941176,28,Female,Other,5.0,3.0,3.625,10,Yes,No,3_57,1.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,5.0
267,381,5.294117647,21,Male,Other,3.0,2.0,3.625,1,No,No,3_117,7.0,5.0,5.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0
267,426,1.882352941,21,Male,Other,3.0,2.0,3.625,5,No,No,3_5,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0
267,372,3.705882353,21,Male,Other,3.0,2.0,3.625,6,No,No,3_109,2.0,5.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,6.0,3.0,5.0,5.0,5.0,6.0,4.0,5.0
269,372,4.705882353,53,Male,White or Caucasian,3.0,2.0,4.125,6,No,Yes,3_109,2.0,5.0,2.0,3.0,5.0,6.0,3.0,5.0,5.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0
270,362,1.0,55,Female,White or Caucasian,3.0,1.0,2.0,5,Yes,Yes,3_10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
271,426,5.941176471,62,Non-binary / third gender,"White or Caucasian,Asian",4.0,2.0,2.25,7,No,No,3_5,7.0,6.0,3.0,7.0,4.0,5.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0
272,434,3.235294118,26,Female,White or Caucasian,6.0,5.0,2.25,4,Yes,Yes,3_57,2.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,5.0,5.0,6.0,2.0,5.0,4.0
273,459,3.764705882,64,Female,Asian,5.0,6.0,1.5,1,Yes,No,3_8,1.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0
273,372,1.941176471,64,Female,Asian,5.0,6.0,1.5,8,Yes,No,3_109,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0
274,477,5.588235294,56,Female,White or Caucasian,2.0,2.0,2.75,4,Yes,Yes,3_96,7.0,7.0,3.0,6.0,4.0,6.0,7.0,6.0,7.0,4.0,5.0,7.0,2.0,4.0,7.0,7.0,6.0
274,362,4.235294118,56,Female,White or Caucasian,2.0,2.0,2.75,7,Yes,Yes,3_10,3.0,6.0,2.0,2.0,4.0,2.0,6.0,3.0,7.0,5.0,1.0,6.0,5.0,6.0,6.0,4.0,4.0
274,394,3.0,56,Female,White or Caucasian,2.0,2.0,2.75,10,Yes,Yes,3_20,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,6.0,4.0,5.0
275,434,4.294117647,60,Male,White or Caucasian,4.0,3.0,2.75,1,No,Yes,3_57,4.0,5.0,3.0,3.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0
275,362,2.764705882,60,Male,White or Caucasian,4.0,3.0,2.75,8,No,Yes,3_10,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0
277,370,3.235294118,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,3,No,No,3_107,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,6.0,4.0,3.0,4.0,4.0,4.0
277,473,4.235294118,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,8,No,No,3_92,6.0,6.0,1.0,5.0,6.0,4.0,6.0,5.0,1.0,1.0,4.0,7.0,7.0,1.0,7.0,4.0,1.0
278,448,1.882352941,52,Female,White or Caucasian,2.0,5.0,1.125,3,Yes,Yes,3_7,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0
279,370,3.647058824,44,Non-binary / third gender,Black or African American,5.0,1.0,3.625,2,No,No,3_107,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0
279,459,4.176470588,44,Non-binary / third gender,Black or African American,5.0,1.0,3.625,4,No,No,3_8,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,6.0,4.0,5.0
281,473,5.117647059,57,Female,White or Caucasian,6.0,3.0,1.75,2,Yes,Yes,3_92,7.0,7.0,5.0,6.0,7.0,6.0,2.0,5.0,1.0,5.0,6.0,7.0,7.0,1.0,7.0,7.0,1.0
281,394,2.882352941,57,Female,White or Caucasian,6.0,3.0,1.75,10,Yes,Yes,3_20,5.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0
283,381,2.117647059,21,Female,White or Caucasian,2.0,4.0,2.875,7,Yes,Yes,3_117,2.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0
284,434,4.647058824,36,Male,Black or African American,4.0,1.0,1.375,8,No,No,3_57,2.0,6.0,5.0,3.0,2.0,7.0,7.0,3.0,3.0,7.0,3.0,4.0,7.0,6.0,2.0,7.0,5.0
286,477,2.411764706,28,Female,White or Caucasian,2.0,2.0,4.0,2,Yes,Yes,3_96,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
288,381,2.588235294,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,1,Yes,No,3_117,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0
288,448,4.117647059,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,10,Yes,No,3_7,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0
290,473,5.647058824,44,Female,White or Caucasian,5.0,2.0,3.375,4,Yes,Yes,3_92,7.0,7.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,6.0,7.0,7.0,1.0,6.0,7.0,3.0
292,372,4.058823529,30,Male,White or Caucasian,6.0,5.0,3.375,5,No,Yes,3_109,5.0,2.0,5.0,5.0,3.0,4.0,6.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0
292,432,3.529411765,30,Male,White or Caucasian,6.0,5.0,3.375,8,No,Yes,3_55,5.0,1.0,2.0,5.0,1.0,4.0,2.0,5.0,2.0,1.0,5.0,6.0,3.0,5.0,4.0,4.0,5.0
293,370,4.411764706,43,Male,White or Caucasian,3.0,1.0,1.75,1,No,Yes,3_107,6.0,4.0,7.0,6.0,4.0,2.0,4.0,6.0,4.0,1.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0
294,362,1.411764706,20,Non-binary / third gender,Other,3.0,1.0,1.875,10,No,No,3_10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0
295,477,3.352941176,44,Female,Black or African American,5.0,,3.0,5,Yes,No,3_96,2.0,2.0,2.0,2.0,6.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0
295,426,3.352941176,44,Female,Black or African American,5.0,,3.0,10,Yes,No,3_5,3.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0
297,381,5.882352941,44,Female,White or Caucasian,5.0,2.0,2.375,8,Yes,Yes,3_117,5.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0
298,477,4.176470588,51,Female,Black or African American,4.0,2.0,2.0,3,Yes,No,3_96,6.0,4.0,1.0,5.0,3.0,5.0,6.0,5.0,1.0,5.0,4.0,6.0,1.0,5.0,2.0,5.0,7.0
298,372,5.529411765,51,Female,Black or African American,4.0,2.0,2.0,4,Yes,No,3_109,5.0,7.0,5.0,6.0,6.0,7.0,7.0,2.0,4.0,6.0,4.0,7.0,5.0,6.0,5.0,6.0,6.0
299,434,3.352941176,24,Male,White or Caucasian,5.0,4.0,3.5,10,No,Yes,3_57,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,6.0,2.0,4.0,5.0,3.0,6.0,6.0,2.0
300,370,4.411764706,50,Male,White or Caucasian,2.0,1.0,1.5,2,No,Yes,3_107,4.0,3.0,3.0,5.0,5.0,4.0,7.0,2.0,6.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,3.0
302,511,1.058823529,24,Male,White or Caucasian,2.0,2.0,2.75,1,No,Yes,4_18,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,507,1.0,24,Male,White or Caucasian,2.0,2.0,2.75,8,No,Yes,4_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,559,3.647058824,48,Male,White or Caucasian,6.0,3.0,2.625,1,No,Yes,4_61,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,4.0
303,498,3.764705882,48,Male,White or Caucasian,6.0,3.0,2.625,9,No,Yes,4_114,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
306,566,4.352941176,24,Female,White or Caucasian,3.0,2.0,2.5,2,Yes,Yes,4_68,7.0,5.0,1.0,4.0,6.0,6.0,1.0,5.0,7.0,1.0,5.0,7.0,6.0,1.0,7.0,4.0,1.0
306,492,1.470588235,24,Female,White or Caucasian,3.0,2.0,2.5,4,Yes,Yes,4_109,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307,537,1.529411765,27,Female,"White or Caucasian,Black or African American",5.0,3.0,3.0,2,Yes,No,4_41,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
309,528,6.647058824,35,Female,White or Caucasian,2.0,1.0,1.875,2,Yes,Yes,4_33,7.0,7.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
309,520,6.529411765,35,Female,White or Caucasian,2.0,1.0,1.875,3,Yes,Yes,4_26,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0
309,582,2.882352941,35,Female,White or Caucasian,2.0,1.0,1.875,8,Yes,Yes,4_82,4.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0
309,542,5.176470588,35,Female,White or Caucasian,2.0,1.0,1.875,9,Yes,Yes,4_46,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
310,524,4.705882353,27,Male,Black or African American,4.0,3.0,2.125,9,No,No,4_3,2.0,6.0,6.0,2.0,5.0,5.0,6.0,5.0,6.0,2.0,2.0,6.0,6.0,6.0,5.0,5.0,5.0
310,525,4.352941176,27,Male,Black or African American,4.0,3.0,2.125,10,No,No,4_30,2.0,5.0,1.0,2.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,6.0,6.0,2.0,6.0,6.0,5.0
311,534,4.470588235,26,Female,White or Caucasian,6.0,5.0,2.625,3,Yes,Yes,4_39,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0
314,507,4.117647059,52,Male,White or Caucasian,5.0,4.0,3.875,8,No,Yes,4_14,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0
315,542,4.941176471,50,Male,Asian,5.0,5.0,3.0,3,No,No,4_46,6.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
315,537,4.235294118,50,Male,Asian,5.0,5.0,3.0,4,No,No,4_41,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
316,528,6.176470588,51,Male,White or Caucasian,2.0,2.0,2.25,7,No,Yes,4_33,6.0,7.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
317,582,1.176470588,35,Male,White or Caucasian,5.0,2.0,2.375,9,No,Yes,4_82,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
318,525,5.647058824,74,Male,White or Caucasian,3.0,2.0,2.625,8,No,Yes,4_30,6.0,6.0,2.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0
319,534,5.117647059,62,Female,White or Caucasian,3.0,1.0,2.0,7,Yes,Yes,4_39,3.0,4.0,1.0,3.0,6.0,6.0,7.0,6.0,6.0,5.0,2.0,7.0,6.0,6.0,6.0,6.0,7.0
320,520,4.411764706,62,Male,White or Caucasian,4.0,1.0,2.5,3,No,Yes,4_26,7.0,7.0,1.0,7.0,5.0,4.0,3.0,4.0,1.0,5.0,6.0,7.0,5.0,1.0,5.0,6.0,1.0
322,498,4.352941176,37,Male,White or Caucasian,4.0,2.0,1.375,7,No,Yes,4_114,5.0,3.0,2.0,5.0,3.0,4.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,7.0,4.0,3.0,4.0
323,492,3.882352941,67,Female,White or Caucasian,6.0,,2.875,1,Yes,Yes,4_109,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
323,566,4.882352941,67,Female,White or Caucasian,6.0,,2.875,3,Yes,Yes,4_68,5.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,7.0,5.0,7.0,4.0,6.0
323,582,3.647058824,67,Female,White or Caucasian,6.0,,2.875,5,Yes,Yes,4_82,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,7.0,1.0,4.0,4.0,3.0,2.0
323,520,3.764705882,67,Female,White or Caucasian,6.0,,2.875,8,Yes,Yes,4_26,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0
324,524,3.294117647,38,Male,White or Caucasian,5.0,5.0,2.0,3,No,Yes,4_3,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
324,531,3.529411765,38,Male,White or Caucasian,5.0,5.0,2.0,4,No,Yes,4_36,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0
325,531,4.352941176,54,Female,White or Caucasian,6.0,2.0,3.0,3,Yes,Yes,4_36,4.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,5.0
325,524,4.411764706,54,Female,White or Caucasian,6.0,2.0,3.0,10,Yes,Yes,4_3,4.0,3.0,5.0,4.0,3.0,3.0,6.0,5.0,3.0,5.0,4.0,5.0,3.0,6.0,5.0,5.0,6.0
326,492,2.588235294,29,Male,White or Caucasian,5.0,3.0,2.5,1,No,Yes,4_109,5.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0
326,537,4.058823529,29,Male,White or Caucasian,5.0,3.0,2.5,2,No,Yes,4_41,6.0,6.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0
328,524,3.823529412,44,Male,White or Caucasian,2.0,2.0,1.75,8,No,Yes,4_3,3.0,4.0,1.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0
328,511,1.705882353,44,Male,White or Caucasian,2.0,2.0,1.75,9,No,Yes,4_18,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0
329,566,5.823529412,41,Female,White or Caucasian,5.0,2.0,2.625,2,Yes,Yes,4_68,6.0,7.0,2.0,7.0,7.0,5.0,7.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0
329,525,5.235294118,41,Female,White or Caucasian,5.0,2.0,2.625,8,Yes,Yes,4_30,6.0,7.0,1.0,6.0,6.0,4.0,6.0,6.0,2.0,4.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0
330,507,4.352941176,32,Female,Asian,4.0,1.0,2.125,8,Yes,No,4_14,5.0,5.0,1.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,6.0,5.0,3.0,7.0,4.0,5.0,4.0
330,531,1.294117647,32,Female,Asian,4.0,1.0,2.125,9,Yes,No,4_36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
331,542,5.117647059,51,Female,Black or African American,2.0,1.0,2.125,5,Yes,No,4_46,7.0,5.0,6.0,7.0,4.0,5.0,7.0,7.0,1.0,5.0,7.0,1.0,7.0,4.0,5.0,5.0,4.0
332,559,6.588235294,52,Female,White or Caucasian,5.0,4.0,3.625,10,Yes,Yes,4_61,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
333,507,1.0,31,Female,White or Caucasian,5.0,3.0,3.375,2,Yes,Yes,4_14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
334,520,2.823529412,26,Male,White or Caucasian,6.0,2.0,2.5,6,No,Yes,4_26,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0
335,528,6.235294118,32,Male,Asian,5.0,6.0,3.5,3,No,No,4_33,7.0,7.0,5.0,1.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0
337,511,6.117647059,52,Male,Black or African American,5.0,3.0,1.125,6,No,No,4_18,7.0,7.0,7.0,7.0,1.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0
337,498,3.411764706,52,Male,Black or African American,5.0,3.0,1.125,9,No,No,4_114,3.0,5.0,3.0,5.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,6.0
338,498,3.529411765,45,Female,White or Caucasian,6.0,5.0,2.0,4,Yes,Yes,4_114,3.0,4.0,1.0,2.0,4.0,5.0,3.0,3.0,1.0,6.0,2.0,4.0,1.0,4.0,5.0,6.0,6.0
338,534,3.352941176,45,Female,White or Caucasian,6.0,5.0,2.0,6,Yes,Yes,4_39,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0
338,582,4.882352941,45,Female,White or Caucasian,6.0,5.0,2.0,9,Yes,Yes,4_82,4.0,5.0,1.0,3.0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,6.0,5.0,7.0,7.0,5.0,6.0
